name,issn,licence
Clinical Practice and Epidemiology in Mental Health,17450179,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Proteomics,15590275,http://creativecommons.org/licenses/by/3.0/legalcode
Clinical Sarcoma Research,20453329,http://creativecommons.org/licenses/by/3.0/legalcode
"Coactivity : Philosophy, Communication ",20296320,http://creativecommons.org/licenses/by/3.0/legalcode
Coatings,20796412,http://creativecommons.org/licenses/by/3.0/legalcode
Code4Lib Journal,19405758,http://creativecommons.org/licenses/by/3.0/legalcode
Codrul Cosminului,1224032X,http://creativecommons.org/licenses/by/3.0/legalcode
Communications of the IBIMA,19437765,http://creativecommons.org/licenses/by/3.0/legalcode
Comparative and Functional Genomics,15316912,http://creativecommons.org/licenses/by/3.0/legalcode
Comparative Hepatology,14765926,http://creativecommons.org/licenses/by/3.0/legalcode
Computational and Mathematical Methods in Medicine,1748670X,http://creativecommons.org/licenses/by/3.0/legalcode
Computational Intelligence and Neuroscience,16875265,http://creativecommons.org/licenses/by/3.0/legalcode
Computer and Information Science ,19138989,http://creativecommons.org/licenses/by/3.0/legalcode
Computer Science,15082806,http://creativecommons.org/licenses/by/3.0/legalcode
Conflict and Health,17521505,http://creativecommons.org/licenses/by/3.0/legalcode
Confluenze. Rivista di Studi Iberoamericani,20360967,http://creativecommons.org/licenses/by/3.0/legalcode
Conservation Science in Cultural Heritage : Historical Technical Journal,19744951,http://creativecommons.org/licenses/by/3.0/legalcode
continent.,21599920,http://creativecommons.org/licenses/by/3.0/legalcode
CorSalud,20787170,http://creativecommons.org/licenses/by/3.0/legalcode
Cost Effectiveness and Resource Allocation,14787547,http://creativecommons.org/licenses/by/3.0/legalcode
Cough,17459974,http://creativecommons.org/licenses/by/3.0/legalcode
Critical Care Research and Practice,20901305,http://creativecommons.org/licenses/by/3.0/legalcode
Cuadernos Electrónicos de Filosofía del Derecho,11389877,http://creativecommons.org/licenses/by/3.0/legalcode
Current Controlled Trials in Cardiovascular Medicine,14686708,http://creativecommons.org/licenses/by/3.0/legalcode
Current Gerontology and Geriatrics Research,16877063,http://creativecommons.org/licenses/by/3.0/legalcode
Data Science Journal,16831470,http://creativecommons.org/licenses/by/3.0/legalcode
De Zeventiende Eeuw : Cultuur in de Nederlanden in Interdisciplinair Perspectief,0921142X,http://creativecommons.org/licenses/by/3.0/legalcode
Dental Research Journal,17353327,http://creativecommons.org/licenses/by/3.0/legalcode
Depression Research and Treatment,20901321,http://creativecommons.org/licenses/by/3.0/legalcode
Dermatology Research and Practice,16876105,http://creativecommons.org/licenses/by/3.0/legalcode
Diagnostic and Therapeutic Endoscopy,10703608,http://creativecommons.org/licenses/by/3.0/legalcode
Diagnostic Pathology,17461596,http://creativecommons.org/licenses/by/3.0/legalcode
Didasc@lia : Didáctica y Educación,22242643,http://creativecommons.org/licenses/by/3.0/legalcode
Differential Equations and Nonlinear Mechanics,16874099,http://creativecommons.org/licenses/by/3.0/legalcode
Discrete Dynamics in Nature and Society,10260226,http://creativecommons.org/licenses/by/3.0/legalcode
Diversity,14242818,http://creativecommons.org/licenses/by/3.0/legalcode
"DLCV : Língua, Linguística &amp; Literatura",16796101,http://creativecommons.org/licenses/by/3.0/legalcode
Doc On-Line : Revista Digital de Cinema Documentário,1646477X,http://creativecommons.org/licenses/by/3.0/legalcode
DOCT-US,20653247,http://creativecommons.org/licenses/by/3.0/legalcode
Dokuz Eylül Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,13023284,http://creativecommons.org/licenses/by/3.0/legalcode
Domínios de Lingu@gem,19805799,http://creativecommons.org/licenses/by/3.0/legalcode
Drinking Water Engineering and Science,19969457,http://creativecommons.org/licenses/by/3.0/legalcode
Drinking Water Engineering and Science Discussions,19969473,http://creativecommons.org/licenses/by/3.0/legalcode
Drug Target Insights,11773928,http://creativecommons.org/licenses/by/3.0/legalcode
E&G; : Quaternary Science Journal,4247116,http://creativecommons.org/licenses/by/3.0/legalcode
E-Beratungsjournal,18167632,http://creativecommons.org/licenses/by/3.0/legalcode
E-Journal of Chemistry,9734945,http://creativecommons.org/licenses/by/3.0/legalcode
E-Theologos,13355570,http://creativecommons.org/licenses/by/3.0/legalcode
Early Modern Culture Online,18920888,http://creativecommons.org/licenses/by/3.0/legalcode
Earth System Dynamics,21904979,http://creativecommons.org/licenses/by/3.0/legalcode
Earth System Dynamics Discussions,21904995,http://creativecommons.org/licenses/by/3.0/legalcode
Earth System Science Data,18663508,http://creativecommons.org/licenses/by/3.0/legalcode
Earth System Science Data Discussions,18663591,http://creativecommons.org/licenses/by/3.0/legalcode
EBIB Bulletin,15077187,http://creativecommons.org/licenses/by/3.0/legalcode
Economic Analysis of Law Review,21780587,http://creativecommons.org/licenses/by/3.0/legalcode
Economics Research International,20902123,http://creativecommons.org/licenses/by/3.0/legalcode
Educação : Revista do Centro de Educação UFSM,1019031,http://creativecommons.org/licenses/by/3.0/legalcode
Education Policy Analysis Archives,10682341,http://creativecommons.org/licenses/by/3.0/legalcode
Education Research International,20904002,http://creativecommons.org/licenses/by/3.0/legalcode
EduSer : Revista de Educação,16454774,http://creativecommons.org/licenses/by/3.0/legalcode
eEarth,1815381X,http://creativecommons.org/licenses/by/3.0/legalcode
eEarth Discussions,18153836,http://creativecommons.org/licenses/by/3.0/legalcode
EIDOS,16928857,http://creativecommons.org/licenses/by/3.0/legalcode
Electroneurobiología,3280446,http://creativecommons.org/licenses/by/3.0/legalcode
Electronic Journal of Theoretical Physics,17295254,http://creativecommons.org/licenses/by/3.0/legalcode
Em Tempo de Histórias,15171108,http://creativecommons.org/licenses/by/3.0/legalcode
Emergency Medicine International,20902840,http://creativecommons.org/licenses/by/3.0/legalcode
Emerging Themes in Epidemiology,17427622,http://creativecommons.org/licenses/by/3.0/legalcode
Energies,19961073,http://creativecommons.org/licenses/by/3.0/legalcode
Energy and Environment Research,19270569,http://creativecommons.org/licenses/by/3.0/legalcode
Enfoque : Reflexão Contábil,15179087,http://creativecommons.org/licenses/by/3.0/legalcode
Engenharia Ambiental : Pesquisa e Tecnologia,16782178,http://creativecommons.org/licenses/by/3.0/legalcode
"Engineering, Technology &amp; Applied Science Research",17928036,http://creativecommons.org/licenses/by/3.0/legalcode
English Language and Literature Studies,19254768,http://creativecommons.org/licenses/by/3.0/legalcode
English Language Teaching,19164742,http://creativecommons.org/licenses/by/3.0/legalcode
Enthymema,20372426,http://creativecommons.org/licenses/by/3.0/legalcode
Entropy,10994300,http://creativecommons.org/licenses/by/3.0/legalcode
Environment and Natural Resources Research,19270488,http://creativecommons.org/licenses/by/3.0/legalcode
Environmental Health,1476069X,http://creativecommons.org/licenses/by/3.0/legalcode
Environmental Health Insights,11786302,http://creativecommons.org/licenses/by/3.0/legalcode
Enzyme Research,20900406,http://creativecommons.org/licenses/by/3.0/legalcode
Epidemiologic Perspectives and Innovations,17425573,http://creativecommons.org/licenses/by/3.0/legalcode
Epidemiology Research International,20902972,http://creativecommons.org/licenses/by/3.0/legalcode
Epilepsy Research and Treatment,20901348,http://creativecommons.org/licenses/by/3.0/legalcode
Eurasian Journal of Analytical Chemistry,13063057,http://creativecommons.org/licenses/by/3.0/legalcode
EURASIP Journal on Advances in Signal Processing,16876172,http://creativecommons.org/licenses/by/3.0/legalcode
"EURASIP Journal on Audio, Speech, and Music Processing",16874714,http://creativecommons.org/licenses/by/3.0/legalcode
EURASIP Journal on Bioinformatics and Systems Biology,16874145,http://creativecommons.org/licenses/by/3.0/legalcode
EURASIP Journal on Embedded Systems,16873955,http://creativecommons.org/licenses/by/3.0/legalcode
EURASIP Journal on Image and Video Processing,16875176,http://creativecommons.org/licenses/by/3.0/legalcode
EURASIP Journal on Information Security,16874161,http://creativecommons.org/licenses/by/3.0/legalcode
EURASIP Journal on Wireless Communications and Networking,16871472,http://creativecommons.org/licenses/by/3.0/legalcode
European Journal of Food Research &amp; Review,22310878,http://creativecommons.org/licenses/by/3.0/legalcode
European Journal of Medical Research ,2047783X,http://creativecommons.org/licenses/by/3.0/legalcode
European Journal of Medicinal Plants,22310894,http://creativecommons.org/licenses/by/3.0/legalcode
Evidence-Based Complementary and Alternative Medicine,1741427X,http://creativecommons.org/licenses/by/3.0/legalcode
Evolutionary Bioinformatics,11769343,http://creativecommons.org/licenses/by/3.0/legalcode
Experimental Diabetes Research,16875214,http://creativecommons.org/licenses/by/3.0/legalcode
Experimental Hematology &amp; Oncology,21623619,http://creativecommons.org/licenses/by/3.0/legalcode
Fatigue of Aircraft Structures,20817738,http://creativecommons.org/licenses/by/3.0/legalcode
Fauna Norvegica,15024873,http://creativecommons.org/licenses/by/3.0/legalcode
Fennia : International Journal of Geography,150010,http://creativecommons.org/licenses/by/3.0/legalcode
"Fides : Revista de Filosofia do Direito, do Estado e da Sociedade",21771383,http://creativecommons.org/licenses/by/3.0/legalcode
Fisheries and Aquaculture Journal,21503508,http://creativecommons.org/licenses/by/3.0/legalcode
Fixed Point Theory and Applications,16871820,http://creativecommons.org/licenses/by/3.0/legalcode
Flavour,20447248,http://creativecommons.org/licenses/by/3.0/legalcode
Folia Histochemica et Cytobiologica,2398508,http://creativecommons.org/licenses/by/3.0/legalcode
Folia Medica ,2048043,http://creativecommons.org/licenses/by/3.0/legalcode
Forests,19994907,http://creativecommons.org/licenses/by/3.0/legalcode
Formalized Mathematics,14262630,http://creativecommons.org/licenses/by/3.0/legalcode
Frattura ed Integrità Strutturale,19718993,http://creativecommons.org/licenses/by/3.0/legalcode
Frontiers in Heat and Mass Transfer,21518629,http://creativecommons.org/licenses/by/3.0/legalcode
Frontiers in Heat Pipes,2155658X,http://creativecommons.org/licenses/by/3.0/legalcode
Frontiers in Zoology,17429994,http://creativecommons.org/licenses/by/3.0/legalcode
Future Internet,19995903,http://creativecommons.org/licenses/by/3.0/legalcode
"G3 : Genes, Genomes, Genetics",21601836,http://creativecommons.org/licenses/by/3.0/legalcode
Galáxia,1519311X,http://creativecommons.org/licenses/by/3.0/legalcode
Games,20734336,http://creativecommons.org/licenses/by/3.0/legalcode
Ganpat University Journal of Engineering &amp; Technology,22312382,http://creativecommons.org/licenses/by/3.0/legalcode
Gastroenterology Research and Practice,16876121,http://creativecommons.org/licenses/by/3.0/legalcode
Gene Regulation and Systems Biology,11776250,http://creativecommons.org/licenses/by/3.0/legalcode
Genes,20734425,http://creativecommons.org/licenses/by/3.0/legalcode
Genetic Engineering and Biotechnology Journal,21503516,http://creativecommons.org/licenses/by/3.0/legalcode
Genetic Vaccines and Therapy,14790556,http://creativecommons.org/licenses/by/3.0/legalcode
Genetics and Epigenetics,1179237X,http://creativecommons.org/licenses/by/3.0/legalcode
Genetics Research International,20903154,http://creativecommons.org/licenses/by/3.0/legalcode
Geochemical Transactions,14674866,http://creativecommons.org/licenses/by/3.0/legalcode
Geologos,14268981,http://creativecommons.org/licenses/by/3.0/legalcode
Geoscientific Model Development,1991959X,http://creativecommons.org/licenses/by/3.0/legalcode
Geoscientific Model Development Discussions,19919611,http://creativecommons.org/licenses/by/3.0/legalcode
Global Journal of Health Science,19169736,http://creativecommons.org/licenses/by/3.0/legalcode
Global Journal of Technology and Optimization ,19859406,http://creativecommons.org/licenses/by/3.0/legalcode
Globalization and Health,17448603,http://creativecommons.org/licenses/by/3.0/legalcode
Glossator : Practice and Theory of the Commentary,19423381,http://creativecommons.org/licenses/by/3.0/legalcode
Glycobiology Insights,11792515,http://creativecommons.org/licenses/by/3.0/legalcode
Graduate History Review,19252455,http://creativecommons.org/licenses/by/3.0/legalcode
Griot : Revista de Filosofia,21781036,http://creativecommons.org/licenses/by/3.0/legalcode
Haematologica,3906078,http://creativecommons.org/licenses/by/3.0/legalcode
Harm Reduction Journal,14777517,http://creativecommons.org/licenses/by/3.0/legalcode
Head &amp; Face Medicine,1746160X,http://creativecommons.org/licenses/by/3.0/legalcode
Health and Quality of Life Outcomes,14777525,http://creativecommons.org/licenses/by/3.0/legalcode
Health Research Policy and Systems,14784505,http://creativecommons.org/licenses/by/3.0/legalcode
Health SA Gesondheid : Journal of Interdisciplinary Health Sciences,10259848,http://creativecommons.org/licenses/by/3.0/legalcode
Hepatitis Research and Treatment,20901364,http://creativecommons.org/licenses/by/3.0/legalcode
Herpesviridae,20424280,http://creativecommons.org/licenses/by/3.0/legalcode
Higher Education Studies,19254741,http://creativecommons.org/licenses/by/3.0/legalcode
HISTOReLo : Revista de Historia Regional y Local,2145132X,http://creativecommons.org/licenses/by/3.0/legalcode
History of Geo- and Space Sciences,21905010,http://creativecommons.org/licenses/by/3.0/legalcode
HPB Surgery,8948569,http://creativecommons.org/licenses/by/3.0/legalcode
HTS Teologiese Studies/Theological Studies ,2599422,http://creativecommons.org/licenses/by/3.0/legalcode
Human Genomics and Proteomics,17574242,http://creativecommons.org/licenses/by/3.0/legalcode
Human Resources for Health,14784491,http://creativecommons.org/licenses/by/3.0/legalcode
Hydrology and Earth System Sciences,10275606,http://creativecommons.org/licenses/by/3.0/legalcode
Hydrology and Earth System Sciences Discussions,18122108,http://creativecommons.org/licenses/by/3.0/legalcode
Iatreia,1210793,http://creativecommons.org/licenses/by/3.0/legalcode
Iberoamericana de Engenharia Industrial ,21758018,http://creativecommons.org/licenses/by/3.0/legalcode
IBIMA Business Review,19473788,http://creativecommons.org/licenses/by/3.0/legalcode
"ICGST International Journal on Graphics, Vision and Image Processing",1687398X,http://creativecommons.org/licenses/by/3.0/legalcode
Ide@Sostenible,18872379,http://creativecommons.org/licenses/by/3.0/legalcode
Immunity &amp; Ageing,17424933,http://creativecommons.org/licenses/by/3.0/legalcode
Immunology and Immunogenetics Insights,11786345,http://creativecommons.org/licenses/by/3.0/legalcode
Immunome Research,17457580,http://creativecommons.org/licenses/by/3.0/legalcode
Implementation Science,17485908,http://creativecommons.org/licenses/by/3.0/legalcode
Incontri : Rivista Europea di Studi Italiani,1693379,http://creativecommons.org/licenses/by/3.0/legalcode
Indian Journal of Community Health,9717587,http://creativecommons.org/licenses/by/3.0/legalcode
Indian Journal of Computer Science and Engineering,9765166,http://creativecommons.org/licenses/by/3.0/legalcode
Indian Streams Research Journal,22307850,http://creativecommons.org/licenses/by/3.0/legalcode
Infectious Agents and Cancer,17509378,http://creativecommons.org/licenses/by/3.0/legalcode
Infectious Diseases : Research and Treatment,11786337,http://creativecommons.org/licenses/by/3.0/legalcode
Infectious Diseases in Obstetrics &amp; Gynecology,10647449,http://creativecommons.org/licenses/by/3.0/legalcode
Influenza Research and Treatment,20901380,http://creativecommons.org/licenses/by/3.0/legalcode
Information,20782489,http://creativecommons.org/licenses/by/3.0/legalcode
InFormation : Nordic Journal of Art and Research ,18932479,http://creativecommons.org/licenses/by/3.0/legalcode
Information Technology and Libraries,7309295,http://creativecommons.org/licenses/by/3.0/legalcode
Inquire : Journal of Comparative Literature,19235879,http://creativecommons.org/licenses/by/3.0/legalcode
Insects,20754450,http://creativecommons.org/licenses/by/3.0/legalcode
Integrative Medicine Insights,11773936,http://creativecommons.org/licenses/by/3.0/legalcode
Intellector,18071260,http://creativecommons.org/licenses/by/3.0/legalcode
"Interdipendenze : Rivista di Teoria e Ricerca Sociale, Studi Ecologici, Etnoscienze",2038095X,http://creativecommons.org/licenses/by/3.0/legalcode
Interdisciplinary Perspectives on Infectious Diseases,1687708X,http://creativecommons.org/licenses/by/3.0/legalcode
Interdisciplinary Toxicology,13376853,http://creativecommons.org/licenses/by/3.0/legalcode
International Breastfeeding Journal,17464358,http://creativecommons.org/licenses/by/3.0/legalcode
International Business Research,19139004,http://creativecommons.org/licenses/by/3.0/legalcode
International Education Studies,19139020,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal for Equity in Health,14759276,http://creativecommons.org/licenses/by/3.0/legalcode
"International Journal of Ad Hoc, Sensor &amp; Ubiquitous Computing ",9762205,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Advanced Corporate Learning (iJAC),18675565,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Advanced Robotic Systems,17298806,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Advances in Engineering and Technology,22311963,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Advances in Pharmaceutical Sciences ,9761055,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Aerospace Engineering,16875974,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Agricultural Management and Development ,21595852,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Agriculture Sciences,9753710,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Agronomy,16878159,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Alzheimer's Disease,20900252,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Analytical Chemistry,16878760,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Antennas and Propagation,16875869,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Artificial Intelligence &amp; Applications,9762191,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Ayurvedic Medicine,9765921,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Bahamian Studies,22205772,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Behavioral Nutrition and Physical Activity,14795868,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Biochemistry Research &amp; Review,2231086X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Bioinformatics Research,9753087,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Biology,19169671,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Biomaterials,16878787,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Biomedical and Advance Research,22293809,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Biomedical Imaging,16874188,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Biotechnology Applications,9752943,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Breast Cancer,20903189,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Business Science and Applied Management,17530296,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Carbohydrate Chemistry,16879341,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Cell Biology,16878876,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Chemical Engineering ,1687806X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Chemical Research,9753699,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Chemistry,19169698,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Combinatorics,16879163,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Computer Games Technology,16877047,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Computer Networks &amp; Communications ,9752293,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Computer Science &amp; Information Technology,9754660,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Computer Science and Communication Networks,22495789,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Computer Science and Engineering Survey ,9763252,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Computer Science and Management Studies,22315268,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Computer Technology and Applications ,22296093,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Contemporary Economics and Administrative Sciences,19254423,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Corrosion,16879325,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Database Management Systems ,9755985,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Dentistry,16878728,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Differential Equations,16879643,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Digital Accounting Research,15778517,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Digital Multimedia Broadcasting,16877578,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Distributed and Parallel Systems ,22293957,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Distributed Sensor Networks,15501329,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Drug Delivery,9750215,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Drug Discovery,9754423,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Ecology,16879708,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Economics and Finance,1916971X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Economics and Research,22296158,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Education and the Arts,15298094,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Electrical and Computer Engineering,20888708,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Electrochemistry,20903537,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Emerging Sciences,22224254,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Emerging Technologies in Learning (iJET),18630383,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Endocrinology,16878337,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Energy and Environment ,20762895,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Engineering and Technology,9754024,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Engineering Business Management ,18479790,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Engineering Pedagogy,21924880,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Engineering Science and Technology,9755462,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of English Linguistics,1923869X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Environmental Research and Public Health,16604601,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Evolutionary Biology,2090052X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Family Medicine,20902042,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Forestry Research,16879368,http://creativecommons.org/licenses/by/3.0/legalcode
"International Journal of Gender, Science and Technology",20400748,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Genetics,9752862,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Geophysics,1687885X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Grid Computing &amp; Applications ,22293949,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Health Geographics,1476072X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Hepatology,20903456,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Hypertension,20900384,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Inflammation,20420099,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Inorganic Chemistry ,20902026,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Insect Science,11795433,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Integrated Care,15684156,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Interactive Mobile Technologies (iJIM),18657923,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Interactive Multimedia and Artificial Intelligence,19891660,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Machine Intelligence,9752927,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Managing Information Technology,9755926,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Marketing Studies,1918719X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Mathematics and Mathematical Sciences,1611712,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Medical Education,20426372,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Medicinal Chemistry ,20902069,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Mental Health Systems,17524458,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Microbiology ,1687918X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Microbiology Research,9755276,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Microwave Science and Technology,16875826,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Molecular Imaging,20901712,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Molecular Sciences,14220067,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Multimedia &amp; Its Applications ,9755934,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Navigation and Observation,16875990,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Nephrology,20902158,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Network Security &amp; Its Applications,9752307,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Next-Generation Networks ,9757252,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Oceanography,16879406,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Online Engineering (iJOE),18612121,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Optics,16879384,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Otolaryngology,16879201,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Parasitology Research,9753702,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Pediatric Endocrinology ,16879848,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Pediatrics,16879740,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Peptides,16879767,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Pharmaceuticals Analysis,9753079,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Photoenergy,1110662X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Physiotherapy and Rehabilitation,20413807,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Phytomedicine,9750185,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Plant Genomics,16875370,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Polymer Science,16879422,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Population Research,20904029,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Power Electronics and Drive Systems ,20888694,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Power Management Electronics,16876679,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Prognostics and Health Management ,21532648,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Proteomics,20902166,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Psychological Studies,19187211,http://creativecommons.org/licenses/by/3.0/legalcode
"International Journal of Quality, Statistics, and Reliability",16877144,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Reconfigurable Computing,16877195,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Research in Pharmaceutical Sciences,9757538,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Rheumatology,16879260,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Rotating Machinery,1023621X,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Soft Computing &amp; Engineering,22312307,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Software Engineering &amp; Applications ,9762221,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Spectroscopy,16879449,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Stochastic Analysis ,20903332,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Surgical Oncology,20901402,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Systems Biology,9752900,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Telemedicine and Applications,16876415,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of the Commons,18750281,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Tryptophan Research,11786469,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of UbiComp ,9762213,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Vascular Medicine ,20902824,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Vehicular Technology,16875702,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of VLSI Design &amp; Communication Systems ,9761527,http://creativecommons.org/licenses/by/3.0/legalcode
International Journal of Web &amp; Semantic Technology ,9762280,http://creativecommons.org/licenses/by/3.0/legalcode
